suburb,state_code,suburb_normalized,winner_shop_number,winner_label,winner_distance_km,runner_up_shop_number,runner_up_label,runner_up_distance_km
Boyland,QLD,boyland,4386,Broadbeach,31.36,4064,Sunnybank Hills,38.5
Beaudesert,QLD,beaudesert,4386,Broadbeach,42.48,4064,Sunnybank Hills,43.42
Birnam,QLD,birnam,4386,Broadbeach,36.97,4064,Sunnybank Hills,38.95
Bromelton,QLD,bromelton,4064,Sunnybank Hills,42.25,4386,Broadbeach,45.74
Cryna,QLD,cryna,4386,Broadbeach,43.84,4064,Sunnybank Hills,48.78
Gleneagle,QLD,gleneagle,4064,Sunnybank Hills,38.58,4386,Broadbeach,47.9
Ilbogan,QLD,ilbogan,4386,Broadbeach,45.57,4064,Sunnybank Hills,46.85
Josephville,QLD,josephville,4064,Sunnybank Hills,47.5,4386,Broadbeach,50.08
Knapp Creek,QLD,knapp creek,4386,Broadbeach,59.91,4064,Sunnybank Hills,62.22
Kooralbyn,QLD,kooralbyn,4064,Sunnybank Hills,57.57,4386,Broadbeach,58.19
Laravale,QLD,laravale,4386,Broadbeach,48.81,4064,Sunnybank Hills,55.5
Mundoolun,QLD,mundoolun,4064,Sunnybank Hills,32.77,4386,Broadbeach,38.58
Tabragalba,QLD,tabragalba,4386,Broadbeach,36.83,4064,Sunnybank Hills,42.68
Tamrookum,QLD,tamrookum,4386,Broadbeach,51.45,4064,Sunnybank Hills,59.59
Tamrookum Creek,QLD,tamrookum creek,4386,Broadbeach,56.49,4064,Sunnybank Hills,66.39
Veresdale,QLD,veresdale,4064,Sunnybank Hills,35.07,4386,Broadbeach,46.6
Veresdale Scrub,QLD,veresdale scrub,4064,Sunnybank Hills,35.78,4386,Broadbeach,42.93
Barney View,QLD,barney view,4386,Broadbeach,69.37,4064,Sunnybank Hills,76.24
Mount Barney,QLD,mount barney,4386,Broadbeach,70.58,4064,Sunnybank Hills,76.01
Mount Lindesay,QLD,mount lindesay,4386,Broadbeach,76.92,4064,Sunnybank Hills,88.83
Palen Creek,QLD,palen creek,4386,Broadbeach,65.97,4064,Sunnybank Hills,77.9
Rathdowney,QLD,rathdowney,4386,Broadbeach,59.87,4064,Sunnybank Hills,70.54
Colinton,QLD,colinton,4277,Nambour,75.2,4320,Bribie Island,82.4
Moore,QLD,moore,4277,Nambour,72.24,4320,Bribie Island,83.31
Bunburra,QLD,bunburra,4064,Sunnybank Hills,62.3,4386,Broadbeach,74.25
Burnett Creek,QLD,burnett creek,4064,Sunnybank Hills,86.03,4386,Broadbeach,88.91
Cannon Creek,QLD,cannon creek,4064,Sunnybank Hills,61.08,4386,Broadbeach,68.73
Carneys Creek,QLD,carneys creek,4064,Sunnybank Hills,82.56,4386,Broadbeach,88.96
Coochin,QLD,coochin,4064,Sunnybank Hills,70.06,4386,Broadbeach,77.82
Croftby,QLD,croftby,4064,Sunnybank Hills,72.64,4386,Broadbeach,80.31
Maroon,QLD,maroon,4064,Sunnybank Hills,72.21,4386,Broadbeach,74.13
Maroon Dam,QLD,maroon dam,4064,Sunnybank Hills,77.81,4386,Broadbeach,79.31
Wallaces Creek,QLD,wallaces creek,4064,Sunnybank Hills,64.35,4386,Broadbeach,76.23
Bryden,QLD,bryden,4064,Sunnybank Hills,61.69,4320,Bribie Island,62.52
Caboonbah,QLD,caboonbah,4320,Bribie Island,68.14,4064,Sunnybank Hills,75.62
Coal Creek,QLD,coal creek,4320,Bribie Island,70.65,4064,Sunnybank Hills,75.7
Crossdale,QLD,crossdale,4320,Bribie Island,64.16,4064,Sunnybank Hills,67.91
ESK,QLD,esk,4064,Sunnybank Hills,74.63,4320,Bribie Island,76.0
Eskdale,QLD,eskdale,4320,Bribie Island,89.87,4064,Sunnybank Hills,91.12
Glen Esk,QLD,glen esk,4064,Sunnybank Hills,68.99,4320,Bribie Island,72.19
Moombra,QLD,moombra,4064,Sunnybank Hills,65.85,4320,Bribie Island,70.41
Mount Hallen,QLD,mount hallen,4064,Sunnybank Hills,72.06,4320,Bribie Island,82.13
Murrumba,QLD,murrumba,4320,Bribie Island,70.63,4064,Sunnybank Hills,72.82
Redbank Creek,QLD,redbank creek,4064,Sunnybank Hills,78.27,4320,Bribie Island,83.06
Somerset Dam,QLD,somerset dam,4320,Bribie Island,59.41,4277,Nambour,68.3
Biarra,QLD,biarra,4320,Bribie Island,78.93,4064,Sunnybank Hills,82.85
Braemore,QLD,braemore,4277,Nambour,73.46,4320,Bribie Island,74.23
Cooeeimbardi,QLD,cooeeimbardi,4320,Bribie Island,63.34,4277,Nambour,69.79
Cressbrook,QLD,cressbrook,4320,Bribie Island,69.99,4277,Nambour,72.3
Fulham,QLD,fulham,4320,Bribie Island,67.44,4277,Nambour,69.4
Gregors Creek,QLD,gregors creek,4277,Nambour,69.76,4320,Bribie Island,73.05
Ivory Creek,QLD,ivory creek,4277,Nambour,78.56,4320,Bribie Island,79.58
Lower Cressbrook,QLD,lower cressbrook,4320,Bribie Island,67.27,4277,Nambour,70.54
Mount Beppo,QLD,mount beppo,4320,Bribie Island,70.79,4277,Nambour,76.08
Ottaba,QLD,ottaba,4320,Bribie Island,75.04,4277,Nambour,80.65
Scrub Creek,QLD,scrub creek,4277,Nambour,71.13,4320,Bribie Island,71.2
Toogoolawah,QLD,toogoolawah,4320,Bribie Island,74.99,4277,Nambour,76.62
Yimbun,QLD,yimbun,4277,Nambour,74.58,4320,Bribie Island,76.73
Bray Park,QLD,bray park,4064,Sunnybank Hills,35.24,4320,Bribie Island,38.04
Brendale,QLD,brendale,4064,Sunnybank Hills,31.15,4320,Bribie Island,41.16
Brendale Bc,QLD,brendale bc,4064,Sunnybank Hills,31.14,4320,Bribie Island,41.15
Brendale Dc,QLD,brendale dc,4064,Sunnybank Hills,32.0,4320,Bribie Island,39.58
Cashmere,QLD,cashmere,4064,Sunnybank Hills,37.59,4320,Bribie Island,39.35
Clear Mountain,QLD,clear mountain,4064,Sunnybank Hills,36.35,4320,Bribie Island,43.83
Joyner,QLD,joyner,4064,Sunnybank Hills,37.53,4320,Bribie Island,37.67
Strathpine,QLD,strathpine,4064,Sunnybank Hills,33.76,4320,Bribie Island,37.85
Strathpine Centre,QLD,strathpine centre,4064,Sunnybank Hills,33.08,4320,Bribie Island,38.34
Strathpine City,QLD,strathpine city,4064,Sunnybank Hills,33.76,4320,Bribie Island,37.86
Warner,QLD,warner,4064,Sunnybank Hills,33.46,4320,Bribie Island,40.53
Lawnton,QLD,lawnton,4064,Sunnybank Hills,35.78,4320,Bribie Island,36.29
Frenchs Forest,QLD,frenchs forest,4320,Bribie Island,34.56,4064,Sunnybank Hills,38.93
Petrie,QLD,petrie,4320,Bribie Island,34.92,4064,Sunnybank Hills,38.05
Dohles Rocks,QLD,dohles rocks,4320,Bribie Island,33.62,4064,Sunnybank Hills,37.07
Griffin,QLD,griffin,4320,Bribie Island,32.48,4064,Sunnybank Hills,37.3
Kallangur,QLD,kallangur,4320,Bribie Island,32.52,4064,Sunnybank Hills,39.25
Kurwongbah,QLD,kurwongbah,4320,Bribie Island,31.66,4064,Sunnybank Hills,41.82
Murrumba Downs,QLD,murrumba downs,4320,Bribie Island,33.55,4064,Sunnybank Hills,37.24
Whiteside,QLD,whiteside,4320,Bribie Island,35.89,4064,Sunnybank Hills,40.09
Mango Hill,QLD,mango hill,4320,Bribie Island,29.89,4064,Sunnybank Hills,40.27
Bellthorpe,QLD,bellthorpe,4277,Nambour,34.23,4265,Maroochydore,43.63
Cedarton,QLD,cedarton,4277,Nambour,30.32,4320,Bribie Island,34.87
Commissioners Flat,QLD,commissioners flat,4277,Nambour,30.7,4320,Bribie Island,32.8
D’Aguilar,QLD,d’aguilar,4277,Nambour,34.23,4265,Maroochydore,43.63
D'Aguilar,QLD,d'aguilar,4277,Nambour,34.23,4265,Maroochydore,43.63
Delaneys Creek,QLD,delaneys creek,4320,Bribie Island,35.65,4277,Nambour,46.96
Mount Archer,QLD,mount archer,4320,Bribie Island,46.64,4277,Nambour,48.85
Mount Delaney,QLD,mount delaney,4320,Bribie Island,41.35,4277,Nambour,48.65
Neurum,QLD,neurum,4320,Bribie Island,42.92,4277,Nambour,45.98
Stanmore,QLD,stanmore,4320,Bribie Island,34.75,4277,Nambour,35.02
Stony Creek,QLD,stony creek,4277,Nambour,41.65,4320,Bribie Island,42.17
Villeneuve,QLD,villeneuve,4277,Nambour,49.66,4320,Bribie Island,49.71
Westvale,QLD,westvale,4277,Nambour,34.23,4265,Maroochydore,43.63
Woodford,QLD,woodford,4320,Bribie Island,35.3,4277,Nambour,40.98
Glenfern,QLD,glenfern,4277,Nambour,50.24,4320,Bribie Island,51.83
Hazeldean,QLD,hazeldean,4320,Bribie Island,58.4,4277,Nambour,61.57
Kilcoy,QLD,kilcoy,4277,Nambour,52.97,4320,Bribie Island,56.75
Mount Kilcoy,QLD,mount kilcoy,4277,Nambour,47.38,4320,Bribie Island,55.02
Royston,QLD,royston,4277,Nambour,45.06,4320,Bribie Island,47.71
Sandy Creek,QLD,sandy creek,4277,Nambour,45.13,4320,Bribie Island,51.13
Sheep Station Creek,QLD,sheep station creek,4277,Nambour,51.73,4265,Maroochydore,63.11
Winya,QLD,winya,4277,Nambour,51.95,4320,Bribie Island,55.26
Woolmar,QLD,woolmar,4277,Nambour,56.77,4320,Bribie Island,60.04
Glass House Mountains,QLD,glass house mountains,4320,Bribie Island,21.47,4277,Nambour,32.2
Beerwah,QLD,beerwah,4320,Bribie Island,22.68,4277,Nambour,25.98
Crohamhurst,QLD,crohamhurst,4277,Nambour,22.53,4265,Maroochydore,28.43
Peachester,QLD,peachester,4277,Nambour,26.26,4320,Bribie Island,28.97
Armstrong Creek,QLD,armstrong creek,4320,Bribie Island,41.53,4064,Sunnybank Hills,47.37
Closeburn,QLD,closeburn,4064,Sunnybank Hills,35.48,4320,Bribie Island,46.18
Kobble Creek,QLD,kobble creek,4064,Sunnybank Hills,44.53,4320,Bribie Island,45.35
Mount Samson,QLD,mount samson,4064,Sunnybank Hills,38.12,4320,Bribie Island,44.68
Samsonvale,QLD,samsonvale,4320,Bribie Island,40.97,4064,Sunnybank Hills,42.09
Dayboro,QLD,dayboro,4320,Bribie Island,38.43,4064,Sunnybank Hills,50.13
Laceys Creek,QLD,laceys creek,4320,Bribie Island,47.5,4064,Sunnybank Hills,52.42
Rush Creek,QLD,rush creek,4320,Bribie Island,35.75,4064,Sunnybank Hills,46.86
Landsborough,QLD,landsborough,4277,Nambour,22.49,4265,Maroochydore,23.9
Mount Mellum,QLD,mount mellum,4277,Nambour,21.92,4265,Maroochydore,25.47
Aroona,QLD,aroona,4265,Maroochydore,14.66,4320,Bribie Island,22.86
Banya,QLD,banya,4265,Maroochydore,14.66,4320,Bribie Island,22.86
Baringa,QLD,baringa,4265,Maroochydore,17.62,4320,Bribie Island,20.65
Battery Hill,QLD,battery hill,4265,Maroochydore,14.63,4320,Bribie Island,23.03
Bells Creek,QLD,bells creek,4265,Maroochydore,16.28,4277,Nambour,21.52
Caloundra,QLD,caloundra,4265,Maroochydore,16.89,4320,Bribie Island,20.8
Caloundra Bc,QLD,caloundra bc,4265,Maroochydore,16.89,4320,Bribie Island,20.8
Caloundra Dc,QLD,caloundra dc,4265,Maroochydore,17.39,4320,Bribie Island,20.32
Caloundra West,QLD,caloundra west,4265,Maroochydore,17.04,4320,Bribie Island,20.73
Corbould Park,QLD,corbould park,4265,Maroochydore,14.66,4320,Bribie Island,22.86
Currimundi,QLD,currimundi,4265,Maroochydore,13.52,4277,Nambour,22.97
Dicky Beach,QLD,dicky beach,4265,Maroochydore,15.15,4320,Bribie Island,22.58
Gagalba,QLD,gagalba,4265,Maroochydore,14.66,4320,Bribie Island,22.86
Golden Beach,QLD,golden beach,4320,Bribie Island,18.19,4265,Maroochydore,19.32
Kings Beach,QLD,kings beach,4265,Maroochydore,17.28,4320,Bribie Island,20.6
Little Mountain,QLD,little mountain,4265,Maroochydore,14.58,4277,Nambour,22.05
Meridan Plains,QLD,meridan plains,4265,Maroochydore,12.54,4277,Nambour,20.82
Moffat Beach,QLD,moffat beach,4265,Maroochydore,16.15,4320,Bribie Island,21.7
Nirimba,QLD,nirimba,4265,Maroochydore,14.66,4320,Bribie Island,22.86
Pelican Waters,QLD,pelican waters,4320,Bribie Island,16.43,4265,Maroochydore,21.24
Shelly Beach,QLD,shelly beach,4265,Maroochydore,17.0,4320,Bribie Island,21.08
Bald Knob,QLD,bald knob,4277,Nambour,17.92,4265,Maroochydore,23.57
Balmoral Ridge,QLD,balmoral ridge,4277,Nambour,14.92,4265,Maroochydore,23.19
Baroon Pocket,QLD,baroon pocket,4277,Nambour,12.69,4265,Maroochydore,23.61
Booroobin,QLD,booroobin,4277,Nambour,27.41,4265,Maroochydore,36.62
Conondale,QLD,conondale,4277,Nambour,26.22,4265,Maroochydore,38.06
Crystal Waters,QLD,crystal waters,4277,Nambour,29.72,4265,Maroochydore,40.63
Harper Creek,QLD,harper creek,4277,Nambour,25.58,4265,Maroochydore,36.9
Maleny,QLD,maleny,4277,Nambour,18.73,4265,Maroochydore,27.61
Mountain View,QLD,mountain view,4277,Nambour,19.66,4265,Maroochydore,27.48
North Maleny,QLD,north maleny,4277,Nambour,14.93,4265,Maroochydore,24.76
Reesville,QLD,reesville,4277,Nambour,21.98,4265,Maroochydore,32.74
Witta,QLD,witta,4277,Nambour,17.49,4265,Maroochydore,29.23
Wootha,QLD,wootha,4277,Nambour,25.24,4265,Maroochydore,34.9
Diamond Valley,QLD,diamond valley,4277,Nambour,14.84,4265,Maroochydore,19.92
Glenview,QLD,glenview,4265,Maroochydore,15.39,4277,Nambour,16.91
Mooloolah,QLD,mooloolah,4277,Nambour,15.24,4265,Maroochydore,18.44
Mooloolah Valley,QLD,mooloolah valley,4277,Nambour,15.24,4265,Maroochydore,18.44
Palmview,QLD,palmview,4265,Maroochydore,13.11,4277,Nambour,17.52
Eudlo,QLD,eudlo,4277,Nambour,12.22,4265,Maroochydore,16.17
Ilkley,QLD,ilkley,4277,Nambour,12.98,4265,Maroochydore,13.95
Chevallum,QLD,chevallum,4277,Nambour,8.83,4265,Maroochydore,12.86
Hunchy,QLD,hunchy,4277,Nambour,8.03,4265,Maroochydore,19.05
Landers Shoot,QLD,landers shoot,4277,Nambour,10.38,4265,Maroochydore,18.35
Palmwoods,QLD,palmwoods,4277,Nambour,7.76,4265,Maroochydore,15.11
Buderim,QLD,buderim,4265,Maroochydore,6.08,4277,Nambour,11.58
Forest Glen,QLD,forest glen,4277,Nambour,6.9,4265,Maroochydore,10.16
Kunda Park,QLD,kunda park,4265,Maroochydore,6.77,4277,Nambour,8.77
MONS,QLD,mons,4265,Maroochydore,8.59,4277,Nambour,9.95
Sippy Downs,QLD,sippy downs,4265,Maroochydore,8.27,4277,Nambour,16.64
Tanawha,QLD,tanawha,4265,Maroochydore,9.76,4277,Nambour,12.61
Mountain Creek,QLD,mountain creek,4265,Maroochydore,5.45,4277,Nambour,16.43
Kuluin,QLD,kuluin,4265,Maroochydore,4.15,4277,Nambour,10.63
Maroochydore Bc,QLD,maroochydore bc,4265,Maroochydore,2.76,4277,Nambour,14.26
Diddillibah,QLD,diddillibah,4265,Maroochydore,6.63,4277,Nambour,7.97
Kiels Mountain,QLD,kiels mountain,4277,Nambour,6.05,4265,Maroochydore,9.31
West Woombye,QLD,west woombye,4277,Nambour,5.41,4265,Maroochydore,16.67
Woombye,QLD,woombye,4277,Nambour,4.84,4265,Maroochydore,13.38
Bli Bli,QLD,bli bli,4265,Maroochydore,7.2,4277,Nambour,7.8
Coes Creek,QLD,coes creek,4277,Nambour,3.05,4265,Maroochydore,14.91
Montville,QLD,montville,4277,Nambour,10.01,4265,Maroochydore,21.85
Parklands,QLD,parklands,4277,Nambour,2.75,4265,Maroochydore,14.37
Rosemount,QLD,rosemount,4277,Nambour,3.82,4265,Maroochydore,10.56
Bridges,QLD,bridges,4277,Nambour,9.72,4265,Maroochydore,20.32
Maroochy River,QLD,maroochy river,4277,Nambour,7.48,4265,Maroochydore,11.14
Ninderry,QLD,ninderry,4277,Nambour,10.34,4265,Maroochydore,17.4
North Arm,QLD,north arm,4277,Nambour,11.93,4365,Noosa,19.41
Valdora,QLD,valdora,4277,Nambour,9.16,4265,Maroochydore,14.92
Yandina,QLD,yandina,4277,Nambour,6.56,4265,Maroochydore,17.06
Yandina Creek,QLD,yandina creek,4277,Nambour,12.49,4265,Maroochydore,14.57
Doonan,QLD,doonan,4365,Noosa,9.73,4277,Nambour,20.98
Eerwah Vale,QLD,eerwah vale,4277,Nambour,16.16,4365,Noosa,19.96
Eumundi,QLD,eumundi,4277,Nambour,15.63,4365,Noosa,17.11
Verrierdale,QLD,verrierdale,4365,Noosa,12.16,4277,Nambour,16.64
Black Mountain,QLD,black mountain,4365,Noosa,22.49,4277,Nambour,24.9
Carters Ridge,QLD,carters ridge,4277,Nambour,26.68,4365,Noosa,32.33
Cooroy,QLD,cooroy,4365,Noosa,18.24,4277,Nambour,23.33
Cooroy Mountain,QLD,cooroy mountain,4365,Noosa,14.64,4277,Nambour,21.33
Lake Macdonald,QLD,lake macdonald,4365,Noosa,15.36,4277,Nambour,26.06
Ridgewood,QLD,ridgewood,4277,Nambour,22.31,4365,Noosa,26.61
Sunrise Hills,QLD,sunrise hills,4365,Noosa,20.92,4277,Nambour,23.39
Marcoola,QLD,marcoola,4265,Maroochydore,6.23,4277,Nambour,10.91
Mudjimba,QLD,mudjimba,4265,Maroochydore,3.54,4277,Nambour,13.25
Pacific Paradise,QLD,pacific paradise,4265,Maroochydore,4.03,4277,Nambour,11.36
Twin Waters,QLD,twin waters,4265,Maroochydore,2.67,4277,Nambour,12.19
Federal,QLD,federal,4365,Noosa,28.29,4277,Nambour,29.19
Pinbarren,QLD,pinbarren,4365,Noosa,25.3,4277,Nambour,33.91
Pomona,QLD,pomona,4365,Noosa,23.93,4277,Nambour,30.74
Cooran,QLD,cooran,4365,Noosa,29.1,4277,Nambour,35.14
Amamoor,QLD,amamoor,4277,Nambour,41.59,4365,Noosa,41.93
Amamoor Creek,QLD,amamoor creek,4277,Nambour,52.52,4365,Noosa,58.61
Araluen,QLD,araluen,4365,Noosa,51.15,4277,Nambour,60.02
Banks Pocket,QLD,banks pocket,4365,Noosa,50.18,4277,Nambour,59.86
Bella Creek,QLD,bella creek,4277,Nambour,42.64,4365,Noosa,53.3
Bells Bridge,QLD,bells bridge,4365,Noosa,61.79,4277,Nambour,68.74
Bollier,QLD,bollier,4277,Nambour,28.19,4365,Noosa,36.91
Brooloo,QLD,brooloo,4277,Nambour,29.18,4365,Noosa,40.74
Calico Creek,QLD,calico creek,4365,Noosa,45.92,4277,Nambour,47.38
Chatsworth,QLD,chatsworth,4365,Noosa,55.49,4277,Nambour,63.44
Coles Creek,QLD,coles creek,4365,Noosa,35.65,4277,Nambour,36.99
Corella,QLD,corella,4365,Noosa,55.56,4277,Nambour,65.46
Curra,QLD,curra,4365,Noosa,62.78,4277,Nambour,72.36
Dagun,QLD,dagun,4365,Noosa,41.93,4277,Nambour,43.56
East Deep Creek,QLD,east deep creek,4365,Noosa,43.74,4277,Nambour,53.14
Fishermans Pocket,QLD,fishermans pocket,4365,Noosa,55.15,4277,Nambour,62.13
Gilldora,QLD,gilldora,4365,Noosa,42.39,4277,Nambour,45.46
Glanmire,QLD,glanmire,4365,Noosa,43.95,4277,Nambour,51.38
Glastonbury,QLD,glastonbury,4365,Noosa,59.22,4277,Nambour,62.17
Glen Echo,QLD,glen echo,4367,Hervey Bay,78.53,4365,Noosa,88.86
Glenwood,QLD,glenwood,4365,Noosa,69.78,4367,Hervey Bay,73.41
Greens Creek,QLD,greens creek,4365,Noosa,42.35,4277,Nambour,54.23
Gunalda,QLD,gunalda,4365,Noosa,64.86,4277,Nambour,76.45
Gympie,QLD,gympie,4365,Noosa,48.83,4277,Nambour,57.0
Gympie Dc,QLD,gympie dc,4365,Noosa,48.5,4277,Nambour,56.35
Imbil,QLD,imbil,4277,Nambour,33.52,4365,Noosa,41.2
Jones Hill,QLD,jones hill,4365,Noosa,46.16,4277,Nambour,52.34
Kandanga,QLD,kandanga,4277,Nambour,37.14,4365,Noosa,39.46
Kandanga Creek,QLD,kandanga creek,4277,Nambour,42.04,4365,Noosa,47.04
Kanigan,QLD,kanigan,4365,Noosa,71.62,4367,Hervey Bay,75.75
Kybong,QLD,kybong,4365,Noosa,39.98,4277,Nambour,44.74
Lagoon Pocket,QLD,lagoon pocket,4365,Noosa,43.09,4277,Nambour,47.41
Langshaw,QLD,langshaw,4277,Nambour,50.14,4365,Noosa,51.11
Long Flat,QLD,long flat,4365,Noosa,46.07,4277,Nambour,50.19
Lower Wonga,QLD,lower wonga,4365,Noosa,70.81,4277,Nambour,75.26
Marys Creek,QLD,marys creek,4365,Noosa,53.64,4277,Nambour,56.36
Mcintosh Creek,QLD,mcintosh creek,4365,Noosa,47.47,4277,Nambour,51.11
Melawondi,QLD,melawondi,4277,Nambour,37.61,4365,Noosa,42.94
MIVA,QLD,miva,4367,Hervey Bay,79.84,4365,Noosa,80.85
Monkland,QLD,monkland,4365,Noosa,45.64,4277,Nambour,53.42
Mooloo,QLD,mooloo,4365,Noosa,49.31,4277,Nambour,50.53
Mothar Mountain,QLD,mothar mountain,4365,Noosa,36.48,4277,Nambour,45.95
Munna Creek,QLD,munna creek,4367,Hervey Bay,73.29,4365,Noosa,84.48
Nahrunda,QLD,nahrunda,4365,Noosa,51.87,4277,Nambour,57.54
Paterson,QLD,paterson,4367,Hervey Bay,71.42,4365,Noosa,80.74
Pie Creek,QLD,pie creek,4365,Noosa,51.68,4277,Nambour,55.82
Scotchy Pocket,QLD,scotchy pocket,4365,Noosa,71.87,4367,Hervey Bay,80.98
Sexton,QLD,sexton,4365,Noosa,68.77,4277,Nambour,76.05
Southside,QLD,southside,4365,Noosa,49.17,4277,Nambour,55.46
Tamaree,QLD,tamaree,4365,Noosa,51.76,4277,Nambour,61.67
Tandur,QLD,tandur,4365,Noosa,35.34,4277,Nambour,42.51
The Dawn,QLD,the dawn,4365,Noosa,43.91,4277,Nambour,49.79
The Palms,QLD,the palms,4365,Noosa,55.45,4277,Nambour,60.54
Theebine,QLD,theebine,4365,Noosa,72.9,4367,Hervey Bay,77.57
Traveston,QLD,traveston,4365,Noosa,32.04,4277,Nambour,37.99
Tuchekoi,QLD,tuchekoi,4277,Nambour,31.3,4365,Noosa,33.0
Two Mile,QLD,two mile,4365,Noosa,52.12,4277,Nambour,59.69
Upper Glastonbury,QLD,upper glastonbury,4277,Nambour,61.64,4365,Noosa,62.59
Upper Kandanga,QLD,upper kandanga,4277,Nambour,43.69,4365,Noosa,50.4
Veteran,QLD,veteran,4365,Noosa,47.65,4277,Nambour,58.57
Victory Heights,QLD,victory heights,4365,Noosa,46.82,4277,Nambour,56.34
Widgee,QLD,widgee,4365,Noosa,69.01,4277,Nambour,69.32
Widgee Crossing North,QLD,widgee crossing north,4365,Noosa,52.87,4277,Nambour,59.26
Widgee Crossing South,QLD,widgee crossing south,4365,Noosa,53.26,4277,Nambour,58.69
Woolooga,QLD,woolooga,4365,Noosa,82.81,4367,Hervey Bay,85.63
Woondum,QLD,woondum,4365,Noosa,39.6,4277,Nambour,47.26
Coolum Beach,QLD,coolum beach,4265,Maroochydore,13.85,4365,Noosa,14.55
Mount Coolum,QLD,mount coolum,4265,Maroochydore,9.41,4277,Nambour,13.91
Peregian Beach,QLD,peregian beach,4365,Noosa,9.18,4265,Maroochydore,18.85
Peregian Beach South,QLD,peregian beach south,4365,Noosa,9.18,4265,Maroochydore,18.85
Peregian Springs,QLD,peregian springs,4365,Noosa,11.64,4265,Maroochydore,17.01
Point Arkwright,QLD,point arkwright,4265,Maroochydore,11.46,4277,Nambour,16.26
Yaroomba,QLD,yaroomba,4265,Maroochydore,11.12,4277,Nambour,16.26
Birtinya,QLD,birtinya,4265,Maroochydore,10.51,4277,Nambour,20.72
Bokarina,QLD,bokarina,4265,Maroochydore,10.15,4277,Nambour,21.25
Kawana Waters,QLD,kawana waters,4265,Maroochydore,8.65,4277,Nambour,20.28
Parrearra,QLD,parrearra,4265,Maroochydore,7.13,4277,Nambour,18.9
Warana,QLD,warana,4265,Maroochydore,8.65,4277,Nambour,20.28
Wurtulla,QLD,wurtulla,4265,Maroochydore,12.17,4277,Nambour,22.26
Inskip,QLD,inskip,4365,Noosa,61.62,4367,Hervey Bay,68.35
Inskip Point,QLD,inskip point,4365,Noosa,61.62,4367,Hervey Bay,68.36
Black Snake,QLD,black snake,4277,Nambour,81.21,4365,Noosa,83.22
Cinnabar,QLD,cinnabar,4277,Nambour,93.95,4365,Noosa,95.22
Kilkivan,QLD,kilkivan,4365,Noosa,91.32,4277,Nambour,92.82
Mudlo,QLD,mudlo,4367,Hervey Bay,92.67,4365,Noosa,99.18
Oakview,QLD,oakview,4365,Noosa,85.61,4277,Nambour,88.7
Barambah,QLD,barambah,4277,Nambour,91.2,4365,Noosa,98.22
Kinbombi,QLD,kinbombi,4277,Nambour,96.39,4365,Noosa,98.44
Manumbar,QLD,manumbar,4277,Nambour,71.49,4365,Noosa,78.8
Wrattens Forest,QLD,wrattens forest,4277,Nambour,70.5,4365,Noosa,75.21
Elgin Vale,QLD,elgin vale,4277,Nambour,78.81,4365,Noosa,89.8
Johnstown,QLD,johnstown,4277,Nambour,88.27,4365,Noosa,97.47
Bauple Forest,QLD,bauple forest,4367,Hervey Bay,64.32,4365,Noosa,70.66
Gootchie,QLD,gootchie,4367,Hervey Bay,68.51,4365,Noosa,76.19
Adelaide,SA,adelaide,5351,Ingle Farm,12.8,5281,Salisbury Downs,17.92
Adelaide Bc,SA,adelaide bc,5351,Ingle Farm,13.03,5281,Salisbury Downs,17.85
City West Campus,SA,city west campus,5351,Ingle Farm,12.19,5281,Salisbury Downs,17.0
Halifax Street,SA,halifax street,5351,Ingle Farm,12.64,5281,Salisbury Downs,17.84
Hutt Street,SA,hutt street,5351,Ingle Farm,12.3,5281,Salisbury Downs,17.54
Parliament House,SA,parliament house,5351,Ingle Farm,11.73,5281,Salisbury Downs,16.69
Rundle Mall,SA,rundle mall,5351,Ingle Farm,11.81,5281,Salisbury Downs,16.84
Station Arcade,SA,station arcade,5351,Ingle Farm,11.87,5281,Salisbury Downs,16.8
Sturt Street,SA,sturt street,5351,Ingle Farm,13.17,5281,Salisbury Downs,18.1
Adelaide University,SA,adelaide university,5351,Ingle Farm,11.44,5281,Salisbury Downs,16.54
The University Of Adelaide,SA,the university of adelaide,5351,Ingle Farm,11.44,5281,Salisbury Downs,16.54
University Of Adelaide,SA,university of adelaide,5351,Ingle Farm,11.44,5281,Salisbury Downs,16.54
North Adelaide,SA,north adelaide,5351,Ingle Farm,10.59,5281,Salisbury Downs,15.4
North Adelaide Melbourne St,SA,north adelaide melbourne st,5351,Ingle Farm,10.05,5281,Salisbury Downs,15.08
Bowden,SA,bowden,5351,Ingle Farm,10.89,5281,Salisbury Downs,15.2
Brompton,SA,brompton,5351,Ingle Farm,10.36,5281,Salisbury Downs,14.51
Hindmarsh,SA,hindmarsh,5351,Ingle Farm,11.54,5281,Salisbury Downs,15.66
Welland,SA,welland,5351,Ingle Farm,12.07,5281,Salisbury Downs,15.86
West Hindmarsh,SA,west hindmarsh,5351,Ingle Farm,11.92,5281,Salisbury Downs,15.83
Croydon,SA,croydon,5351,Ingle Farm,11.2,5281,Salisbury Downs,15.02
Croydon Park,SA,croydon park,5351,Ingle Farm,10.05,5281,Salisbury Downs,13.68
Croydon Park South,SA,croydon park south,5351,Ingle Farm,10.05,5281,Salisbury Downs,13.68
Devon Park,SA,devon park,5351,Ingle Farm,9.41,5281,Salisbury Downs,13.47
